patient,file,start_sec,end_sec,label,channel,frequency_hz,psd_v2_hz,nperseg,units
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,122.0,1.55660603171269e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,123.0,5.6326284639405255e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,124.0,5.5995448734690796e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,125.0,1.2721997084111543e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,126.0,5.9054481628012996e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,127.0,7.982128184999866e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,128.0,1.9337378672722607e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,0.0,6.56334428472458e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,1.0,3.1617485983806564e-10,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,2.0,3.463766318455332e-10,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,3.0,7.508765505123067e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,4.0,4.70873213619852e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,5.0,4.192642615119508e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,6.0,7.388476799425401e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,7.0,8.428632860152989e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,8.0,7.81812359051531e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,9.0,6.795823773979066e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,10.0,5.611557401817228e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,11.0,6.145573396801319e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,12.0,4.1257152541132134e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,13.0,2.1050643977106007e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,14.0,5.180708662127808e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,15.0,2.050843970036539e-10,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,16.0,7.314016769720287e-10,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,17.0,2.3263860894294775e-10,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,18.0,2.768280905129227e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,19.0,2.6502141035299804e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,20.0,5.04452272545777e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,21.0,2.132184233141806e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,22.0,4.965875575796611e-12,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,23.0,2.159792674031855e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,24.0,7.490927042823905e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,25.0,2.2588345473126124e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,26.0,4.829919245737921e-12,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,27.0,3.369343143973389e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,28.0,1.230498033818324e-10,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,29.0,4.156102167035525e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,30.0,1.5174632666383335e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,31.0,6.95309200162277e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,32.0,1.728814166191296e-10,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,33.0,4.490383517466987e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,34.0,1.0677083354648544e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,35.0,1.676799617847565e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,36.0,5.893672714779572e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,37.0,2.1487013537886442e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,38.0,3.995855693191783e-12,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,39.0,8.0648538615874e-12,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,40.0,2.766599023756732e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,41.0,9.876319206367648e-12,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,42.0,3.4479562589626962e-12,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,43.0,6.6306518392631945e-12,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,44.0,1.6856548382500695e-11,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,45.0,4.156739852990836e-12,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,46.0,4.3416531909631204e-13,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,47.0,2.6576527681956186e-13,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,48.0,2.3217763739654035e-13,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,49.0,5.2536974840991546e-14,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,50.0,8.591813886288893e-16,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,51.0,1.6858784717928134e-16,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,52.0,8.450639991104794e-17,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,53.0,1.8986902359611184e-17,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,54.0,1.0211600881286963e-17,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,55.0,3.4806248701713945e-18,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,56.0,2.1258695290874812e-18,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,57.0,2.097422894935247e-18,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,58.0,3.460437246240614e-18,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,59.0,1.5997060591630873e-17,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,60.0,1.3171282708485958e-17,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,61.0,9.477963745860374e-18,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,62.0,6.909413424371996e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,63.0,8.804163537730738e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,64.0,1.2759086436006966e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,65.0,5.137128588321753e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,66.0,2.6352037701161053e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,67.0,3.290242798305778e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,68.0,2.6594518061581345e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,69.0,7.140521647087757e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,70.0,3.5571258503058486e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,71.0,6.08952013592639e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,72.0,2.3313237219703954e-18,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,73.0,9.288128881502628e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,74.0,3.965562431864046e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,75.0,8.285726571900274e-17,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,76.0,2.6842618134195924e-16,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,77.0,5.420546083696504e-17,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,78.0,4.470602866110872e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,79.0,6.074857837306821e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,80.0,1.2171073004574438e-18,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,81.0,2.487862573676493e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,82.0,7.746661766842966e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,83.0,7.613902881684903e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,84.0,2.264859125363808e-18,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,85.0,6.984856812593532e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,86.0,1.6504257899166556e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,87.0,2.2661766272327464e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,88.0,4.534152623662558e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,89.0,2.817067459794287e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,90.0,2.1494918089126456e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,91.0,4.786671632610295e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,92.0,1.6567008233321107e-18,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,93.0,5.169312068376263e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,94.0,3.069098465033889e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,95.0,4.8162465157637385e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,96.0,1.5723961682318086e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,97.0,4.3272765655651885e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,98.0,1.0615785694190682e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,99.0,3.340251949915512e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,100.0,4.053100909205578e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,101.0,1.8978469093490242e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,102.0,1.9308857532388342e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,103.0,3.6644834026151085e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,104.0,1.2031572559665313e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,105.0,4.8197078209057826e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,106.0,1.3112655823482003e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,107.0,7.553074979168376e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,108.0,1.7288266323679722e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,109.0,6.450130661089464e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,110.0,3.494079404571975e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,111.0,3.1068663638385775e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,112.0,2.0063826603942397e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,113.0,1.556638698992755e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,114.0,2.1739034727984093e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,115.0,4.3806909260173273e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,116.0,1.1412690306482808e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,117.0,4.2733130689389664e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,118.0,5.22650026765048e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,119.0,6.494948578655305e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,120.0,1.7259129713709988e-18,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,121.0,4.105915899597188e-19,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,122.0,6.252908389653291e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,123.0,5.043307850026587e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,124.0,1.5539138581534365e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,125.0,1.4781765739983917e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,126.0,5.407988935684798e-21,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,127.0,2.0987205810241053e-20,256,V2/Hz
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,128.0,3.37101425371402e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,0.0,9.493514128872507e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,1.0,8.751017831813452e-10,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,2.0,1.3869972453980861e-09,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,3.0,9.809851493725581e-10,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,4.0,7.075302902957585e-10,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,5.0,5.680420088443736e-10,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,6.0,1.3198490776686073e-10,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,7.0,1.2451931766644338e-10,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,8.0,7.560205459593927e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,9.0,4.921977412453357e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,10.0,4.086247990280915e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,11.0,1.5415485460855372e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,12.0,2.6277857334787552e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,13.0,2.7729502231660084e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,14.0,1.2626839615140532e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,15.0,1.3756240320541462e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,16.0,8.722473561162503e-12,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,17.0,8.412113892870135e-12,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,18.0,1.2225889916273514e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,19.0,9.254394717424917e-12,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,20.0,1.1468913034958599e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,21.0,2.170777524878067e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,22.0,2.7158005006450657e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,23.0,3.4607414788754826e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,24.0,2.1116923951507236e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,25.0,2.1472111851255082e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,26.0,2.1421321074275053e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,27.0,2.0690523830197676e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,28.0,2.3518421310398743e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,29.0,2.092799032302234e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,30.0,1.946167250283223e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,31.0,2.7205039657829985e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,32.0,2.0964715295912813e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,33.0,8.87678045376343e-12,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,34.0,6.6458152194499094e-12,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,35.0,6.4420234817961854e-12,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,36.0,5.684481889191963e-12,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,37.0,8.234455870500179e-12,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,38.0,8.291525766463893e-12,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,39.0,1.1429139004935168e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,40.0,1.1738285898273623e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,41.0,1.3783542291245183e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,42.0,1.3082289484782866e-11,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,43.0,9.63024193206393e-12,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,44.0,6.142210746224384e-12,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,45.0,1.4333733279415095e-12,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,46.0,5.244568690428446e-13,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,47.0,2.2389290797072733e-13,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,48.0,7.075990031683023e-14,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,49.0,9.196019343226154e-15,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,50.0,6.225016668713233e-16,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,51.0,1.6229868963333494e-17,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,52.0,9.912133758203173e-18,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,53.0,3.8732665385986184e-18,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,54.0,2.270537315514896e-18,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,55.0,1.112683118766734e-18,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,56.0,3.9012769719845e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,57.0,5.44368865314344e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,58.0,1.0707797692387345e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,59.0,1.1645841899267984e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,60.0,1.2371234074582352e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,61.0,5.485939386457225e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,62.0,1.236943824959011e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,63.0,7.486536521993895e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,64.0,1.5956622392855205e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,65.0,2.1975767587706313e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,66.0,3.6987336378880497e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,67.0,3.9132004415039755e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,68.0,3.42539195849673e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,69.0,5.206275843347956e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,70.0,4.878566758978467e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,71.0,7.612254105274037e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,72.0,1.1517407879060838e-18,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,73.0,6.318635097170699e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,74.0,1.133699303541584e-18,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,75.0,2.258672759786511e-18,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,76.0,1.7421343226140816e-18,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,77.0,2.12481223106912e-18,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,78.0,2.3854354099462164e-18,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,79.0,1.3167981259715266e-18,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,80.0,3.738138342995084e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,81.0,4.471130307238782e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,82.0,3.68261941338959e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,83.0,3.562453649073269e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,84.0,5.350012909994986e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,85.0,4.641495311898306e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,86.0,5.386505478284418e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,87.0,5.990592311216884e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,88.0,1.430252811876331e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,89.0,1.2356209207539876e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,90.0,4.450780425218193e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,91.0,2.886292313028555e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,92.0,4.991955564266325e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,93.0,6.632214708538067e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,94.0,3.2995356380610437e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,95.0,3.108369105468246e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,96.0,2.4084857132102365e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,97.0,6.207592972142824e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,98.0,3.6806348542657584e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,99.0,4.8067385132001866e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,100.0,2.3359350159131055e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,101.0,8.02177530125577e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,102.0,1.4022677011213295e-19,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,103.0,8.797988197061143e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,104.0,7.589506466536485e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,105.0,8.390335282576329e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,106.0,8.701959864019387e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,107.0,7.532821286424071e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,108.0,5.72250013452749e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,109.0,3.80623220635333e-20,256,V2/Hz
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,110.0,5.87839816119788e-20,256,V2/Hz
